colaborador_id,idade,genero,estado_civil,escolaridade,area,cargo,nivel_cargo,data_admissao,tempo_empresa_anos,salario_mensal,distancia_casa_km,horas_extras,viagens_negocio,satisfacao_trabalho,satisfacao_ambiente,equilibrio_vida_trabalho,avaliacao_desempenho,treinamentos_ultimo_ano,recebeu_promocao_5_anos,rotatividade,data_desligamento,motivo_desligamento
COL-0583,21,Não binário,União estável,Pós-graduação,Comercial,Executivo de Contas,2,2026-06-17,0,7700.0,31,Não,Raramente,3,3,5,2,2,Não,Não,,Não se aplica
COL-0584,24,Feminino,União estável,Graduação,Operações,Analista de Operações,1,2021-11-21,5,5100.0,29,Sim,Nunca,5,4,5,2,1,Não,Não,,Não se aplica
COL-0585,47,Não binário,Casado(a),Graduação,Atendimento,Analista de Atendimento,3,2013-12-08,12,8750.0,50,Não,Raramente,3,2,4,4,2,Não,Sim,2023-11-29 07:39:48.684,Remuneração e benefícios
COL-0586,23,Masculino,União estável,Pós-graduação,Recursos Humanos,Analista de RH,1,2023-06-03,2,6700.0,52,Não,Raramente,4,4,2,3,6,Não,Sim,2026-07-04 05:15:04.554,Remuneração e benefícios
COL-0587,61,Feminino,Divorciado(a),Mestrado,Marketing,Coordenador de Marketing,5,2012-03-10,14,13400.0,47,Não,Frequentemente,4,2,3,4,0,Não,Não,,Não se aplica
COL-0588,27,Feminino,Casado(a),Mestrado,Financeiro,Analista Financeiro,2,2020-01-15,5,7400.0,16,Não,Nunca,1,1,4,3,1,Sim,Não,,Não se aplica
COL-0589,30,Não binário,Divorciado(a),Tecnólogo,Marketing,Especialista de Marketing,3,2023-05-18,3,8700.0,26,Não,Raramente,2,2,4,3,6,Não,Sim,2025-11-24 12:20:08.745,Mudança de cidade
COL-0590,51,Masculino,Casado(a),Mestrado,Operações,Coordenador de Operações,3,2018-03-28,7,9650.0,46,Sim,Nunca,4,3,1,4,4,Sim,Não,,Não se aplica
COL-0591,33,Não binário,Divorciado(a),Ensino médio,Operações,Coordenador de Operações,3,2018-04-17,7,9650.0,7,Sim,Nunca,4,5,5,4,4,Não,Não,,Não se aplica
COL-0592,26,Feminino,Casado(a),Ensino médio,Marketing,Analista de Marketing,2,2018-04-05,7,7600.0,3,Não,Nunca,2,2,5,2,4,Não,Não,,Não se aplica
COL-0593,24,Masculino,Casado(a),Mestrado,Recursos Humanos,Analista de RH,1,2024-05-24,1,6400.0,5,Não,Raramente,4,1,2,2,0,Não,Não,,Não se aplica
COL-0594,34,Feminino,Solteiro(a),Tecnólogo,Marketing,Analista de Marketing,2,2021-09-20,4,8000.0,29,Não,Raramente,3,1,2,4,3,Não,Sim,2022-05-11 07:58:17.045,Qualidade de vida
COL-0595,61,Masculino,União estável,Graduação,Marketing,Coordenador de Marketing,5,2014-02-22,12,13000.0,36,Não,Raramente,3,3,4,3,3,Não,Sim,2025-03-26 17:47:41.589,Desempenho abaixo do esperado
COL-0596,39,Não binário,Casado(a),Ensino médio,Atendimento,Assistente de Atendimento,2,2025-08-19,0,7050.0,7,Não,Raramente,4,2,5,4,4,Não,Não,,Não se aplica
COL-0597,40,Masculino,Divorciado(a),Pós-graduação,Recursos Humanos,Analista de RH,2,2018-02-13,8,7650.0,50,Não,Frequentemente,4,2,3,4,5,Sim,Não,,Não se aplica
COL-0598,33,Não binário,União estável,Pós-graduação,Recursos Humanos,Analista de RH,2,2019-05-28,6,8050.0,10,Sim,Raramente,3,3,2,5,5,Não,Não,,Não se aplica
COL-0599,28,Masculino,União estável,Mestrado,Marketing,Analista de Marketing,2,2019-04-18,6,7200.0,29,Sim,Nunca,5,5,1,2,0,Sim,Não,,Não se aplica
COL-0600,58,Não binário,Solteiro(a),Tecnólogo,Financeiro,Controller,4,2021-02-03,5,12150.0,3,Não,Raramente,5,1,1,4,5,Não,Não,,Não se aplica
COL-0601,23,Feminino,Casado(a),Mestrado,Tecnologia,Desenvolvedor,1,2024-03-08,2,6850.0,5,Não,Nunca,4,5,2,3,6,Não,Não,,Não se aplica
COL-0602,51,Não binário,Solteiro(a),Tecnólogo,Operações,Coordenador de Operações,3,2018-06-04,8,9650.0,51,Sim,Raramente,5,3,3,5,6,Sim,Sim,2022-04-09 15:55:56.055,Desempenho abaixo do esperado
COL-0603,33,Masculino,Solteiro(a),Ensino médio,Comercial,Analista Comercial,3,2022-12-27,3,10000.0,51,Não,Nunca,5,5,1,3,4,Não,Não,,Não se aplica
COL-0604,41,Masculino,Divorciado(a),Mestrado,Financeiro,Controller,3,2015-07-04,10,10200.0,30,Não,Raramente,3,5,2,5,1,Não,Não,,Não se aplica
COL-0605,39,Masculino,União estável,Ensino médio,Atendimento,Analista de Atendimento,3,2012-06-25,13,7800.0,17,Não,Nunca,5,4,2,3,0,Não,Sim,2025-10-24 17:16:11.443,Nova oportunidade profissional
COL-0606,34,Masculino,Solteiro(a),Graduação,Tecnologia,Desenvolvedor,1,2018-01-25,7,7350.0,39,Não,Nunca,2,5,1,4,3,Não,Não,,Não se aplica
COL-0607,41,Masculino,Divorciado(a),Graduação,Recursos Humanos,Business Partner,3,2024-10-09,1,9050.0,1,Não,Raramente,5,5,5,2,0,Não,Não,,Não se aplica
COL-0608,47,Feminino,Divorciado(a),Graduação,Marketing,Especialista de Marketing,3,2012-02-11,13,9450.0,50,Sim,Nunca,3,1,3,3,1,Não,Não,,Não se aplica
COL-0609,46,Masculino,União estável,Ensino médio,Financeiro,Controller,4,2025-01-22,0,12150.0,16,Não,Nunca,4,4,4,4,6,Não,Não,,Não se aplica
COL-0610,49,Feminino,Solteiro(a),Ensino médio,Financeiro,Controller,4,2025-03-05,0,10850.0,33,Não,Raramente,3,2,1,3,6,Não,Sim,2025-12-26 19:16:33.197,Mudança de cidade
COL-0611,41,Não binário,Divorciado(a),Mestrado,Atendimento,Assistente de Atendimento,2,2017-01-11,9,5850.0,25,Não,Raramente,5,4,5,3,1,Não,Não,,Não se aplica
COL-0612,47,Feminino,Divorciado(a),Ensino médio,Operações,Coordenador de Operações,4,2022-02-17,3,10050.0,17,Não,Frequentemente,5,1,4,3,2,Não,Não,,Não se aplica
COL-0613,32,Masculino,Divorciado(a),Pós-graduação,Atendimento,Analista de Atendimento,3,2014-12-18,11,7300.0,25,Sim,Nunca,3,5,2,3,1,Sim,Não,,Não se aplica
COL-0614,37,Feminino,Casado(a),Graduação,Marketing,Especialista de Marketing,3,2012-11-03,14,10150.0,26,Não,Frequentemente,3,2,3,3,3,Não,Não,,Não se aplica
COL-0615,50,Não binário,Divorciado(a),Tecnólogo,Tecnologia,Analista de Dados,3,2015-09-15,11,10450.0,44,Sim,Raramente,5,2,3,3,2,Sim,Não,,Não se aplica
COL-0616,51,Feminino,Casado(a),Graduação,Operações,Coordenador de Operações,4,2025-08-12,0,10000.0,2,Sim,Raramente,2,2,3,3,1,Não,Sim,2026-06-21 00:06:48.034,Falta de perspectiva de crescimento
COL-0617,25,Masculino,Casado(a),Graduação,Marketing,Analista de Marketing,1,2022-10-28,4,6500.0,17,Não,Nunca,1,5,4,3,4,Não,Não,,Não se aplica
COL-0618,40,Masculino,Casado(a),Mestrado,Tecnologia,Analista de Dados,3,2025-09-20,0,10000.0,34,Não,Nunca,5,4,5,3,1,Não,Não,,Não se aplica
COL-0619,33,Feminino,Casado(a),Graduação,Comercial,Executivo de Contas,1,2018-10-12,7,6200.0,9,Não,Raramente,3,2,3,3,2,Não,Sim,2024-06-10 22:01:33.711,Desempenho abaixo do esperado
COL-0620,54,Masculino,Casado(a),Graduação,Financeiro,Especialista Financeiro,5,2017-12-19,8,12500.0,29,Não,Raramente,1,2,3,4,1,Sim,Não,,Não se aplica
COL-0621,61,Masculino,Solteiro(a),Tecnólogo,Marketing,Especialista de Marketing,4,2023-12-02,3,11050.0,51,Não,Frequentemente,4,4,5,3,3,Não,Não,,Não se aplica
COL-0622,55,Não binário,Solteiro(a),Pós-graduação,Financeiro,Controller,3,2015-06-12,11,10000.0,38,Não,Frequentemente,3,5,1,5,6,Não,Não,,Não se aplica
COL-0623,35,Masculino,União estável,Graduação,Financeiro,Controller,3,2024-11-02,1,10600.0,8,Não,Raramente,1,5,4,4,0,Não,Sim,2025-10-23 09:46:14.532,Mudança de cidade
COL-0624,58,Feminino,Casado(a),Pós-graduação,Comercial,Analista Comercial,4,2025-10-12,0,10450.0,33,Não,Raramente,5,1,1,3,0,Não,Sim,2026-07-07 22:59:41.549,Qualidade de vida
COL-0625,20,Feminino,Casado(a),Pós-graduação,Marketing,Analista de Marketing,1,2025-03-18,0,5750.0,23,Não,Frequentemente,2,4,4,2,2,Não,Não,,Não se aplica
COL-0626,57,Feminino,Casado(a),Pós-graduação,Tecnologia,Engenheiro de Dados,5,2018-12-11,7,13250.0,51,Não,Raramente,4,4,4,3,4,Não,Sim,2025-08-01 22:58:52.882,Mudança de cidade
COL-0627,56,Não binário,União estável,Graduação,Recursos Humanos,Business Partner,4,2020-07-26,5,11250.0,50,Não,Raramente,1,5,2,3,2,Sim,Sim,2023-03-26 19:45:57.277,Qualidade de vida
COL-0628,47,Masculino,Casado(a),Mestrado,Recursos Humanos,Business Partner,4,2025-12-25,1,10800.0,5,Não,Frequentemente,1,4,5,3,3,Não,Não,,Não se aplica
COL-0629,26,Masculino,Solteiro(a),Pós-graduação,Comercial,Executivo de Contas,2,2021-05-13,5,8200.0,16,Não,Nunca,2,2,2,5,4,Sim,Não,,Não se aplica
COL-0630,56,Feminino,Casado(a),Ensino médio,Recursos Humanos,Especialista de Pessoas,5,2019-09-13,6,12100.0,50,Sim,Raramente,3,4,2,2,5,Não,Sim,2022-01-09 19:21:00.043,Reestruturação organizacional
COL-0631,42,Feminino,União estável,Tecnólogo,Tecnologia,Analista de Dados,3,2011-01-19,14,10700.0,18,Não,Raramente,1,3,2,4,1,Não,Sim,2024-10-30 11:54:32.471,Qualidade de vida
COL-0632,54,Feminino,Divorciado(a),Graduação,Marketing,Especialista de Marketing,4,2012-09-20,13,11350.0,46,Não,Frequentemente,4,3,4,3,5,Sim,Não,,Não se aplica
COL-0633,38,Masculino,União estável,Tecnólogo,Operações,Coordenador de Operações,3,2021-02-07,5,8300.0,42,Não,Raramente,1,1,5,2,5,Sim,Não,,Não se aplica
COL-0634,28,Masculino,União estável,Graduação,Financeiro,Analista Financeiro,2,2016-09-28,9,8350.0,51,Não,Frequentemente,4,4,5,3,6,Não,Não,,Não se aplica
COL-0635,23,Feminino,Casado(a),Tecnólogo,Comercial,Executivo de Contas,1,2023-12-08,2,5200.0,45,Não,Raramente,4,1,2,4,0,Não,Não,,Não se aplica
COL-0636,24,Masculino,Casado(a),Mestrado,Marketing,Analista de Marketing,1,2024-03-01,2,6450.0,35,Sim,Nunca,3,2,4,4,5,Não,Sim,2025-01-17 05:28:58.221,Reestruturação organizacional
COL-0637,39,Masculino,Casado(a),Graduação,Recursos Humanos,Business Partner,3,2019-11-24,7,9650.0,44,Não,Raramente,5,3,2,3,5,Não,Não,,Não se aplica
COL-0638,52,Feminino,União estável,Graduação,Comercial,Gerente Comercial,5,2013-03-02,12,12550.0,6,Sim,Raramente,3,5,5,2,1,Não,Não,,Não se aplica
COL-0639,26,Feminino,Divorciado(a),Tecnólogo,Recursos Humanos,Analista de RH,1,2023-06-14,2,5150.0,6,Sim,Raramente,2,2,4,4,6,Não,Não,,Não se aplica
COL-0640,51,Feminino,Divorciado(a),Pós-graduação,Operações,Coordenador de Operações,4,2016-12-11,10,11400.0,10,Não,Frequentemente,4,2,3,4,3,Sim,Não,,Não se aplica
COL-0641,32,Feminino,Casado(a),Pós-graduação,Financeiro,Analista Financeiro,1,2020-07-14,5,6850.0,5,Sim,Frequentemente,4,3,4,3,0,Não,Não,,Não se aplica
COL-0642,31,Feminino,Divorciado(a),Tecnólogo,Financeiro,Controller,3,2019-04-01,7,9600.0,32,Não,Raramente,1,1,3,4,0,Não,Não,,Não se aplica
COL-0643,42,Masculino,Solteiro(a),Ensino médio,Recursos Humanos,Analista de RH,2,2026-05-10,0,7700.0,47,Sim,Raramente,3,3,2,3,4,Não,Não,,Não se aplica
COL-0644,45,Masculino,Divorciado(a),Pós-graduação,Marketing,Especialista de Marketing,4,2013-07-13,12,11700.0,26,Não,Raramente,5,3,1,3,3,Não,Não,,Não se aplica
COL-0645,21,Masculino,Casado(a),Graduação,Tecnologia,Desenvolvedor,1,2022-01-17,3,7250.0,21,Sim,Raramente,5,4,5,4,6,Sim,Não,,Não se aplica
COL-0646,20,Não binário,União estável,Graduação,Atendimento,Assistente de Atendimento,1,2024-06-11,2,4500.0,22,Não,Frequentemente,3,4,1,3,6,Não,Sim,2025-01-18 11:37:39.915,Reestruturação organizacional
COL-0647,57,Masculino,Solteiro(a),Graduação,Recursos Humanos,Business Partner,4,2016-04-12,9,11000.0,16,Não,Raramente,5,3,5,4,1,Não,Não,,Não se aplica
COL-0648,38,Masculino,Casado(a),Graduação,Operações,Coordenador de Operações,3,2025-05-02,0,8250.0,16,Sim,Raramente,5,1,4,3,4,Não,Sim,2025-09-11 08:49:16.010,Remuneração e benefícios
COL-0649,26,Masculino,Solteiro(a),Tecnólogo,Tecnologia,Desenvolvedor,2,2019-12-25,7,9900.0,32,Não,Raramente,4,2,4,3,3,Sim,Não,,Não se aplica
COL-0650,26,Masculino,Casado(a),Ensino médio,Tecnologia,Desenvolvedor,2,2019-01-02,6,8850.0,21,Sim,Raramente,1,4,5,2,0,Não,Não,,Não se aplica
COL-0651,28,Feminino,Casado(a),Mestrado,Financeiro,Analista Financeiro,1,2018-05-27,7,6700.0,45,Sim,Frequentemente,3,4,1,3,6,Sim,Não,,Não se aplica
COL-0652,58,Masculino,Casado(a),Tecnólogo,Marketing,Especialista de Marketing,4,2011-09-17,14,11650.0,43,Não,Raramente,3,4,5,4,2,Não,Não,,Não se aplica
COL-0653,43,Masculino,Solteiro(a),Graduação,Comercial,Analista Comercial,3,2013-01-10,12,8800.0,23,Não,Nunca,3,4,4,3,0,Não,Não,,Não se aplica
COL-0654,55,Masculino,União estável,Ensino médio,Tecnologia,Analista de Dados,4,2021-10-13,4,13100.0,36,Sim,Raramente,1,4,1,3,4,Não,Não,,Não se aplica
COL-0655,25,Masculino,Solteiro(a),Graduação,Marketing,Analista de Marketing,2,2021-04-25,4,8200.0,51,Não,Nunca,3,3,5,3,6,Sim,Não,,Não se aplica
COL-0656,58,Feminino,Casado(a),Pós-graduação,Tecnologia,Engenheiro de Dados,5,2020-08-09,6,14750.0,3,Não,Raramente,5,5,1,5,2,Não,Não,,Não se aplica
COL-0657,58,Masculino,Divorciado(a),Mestrado,Financeiro,Controller,4,2025-10-22,0,11650.0,18,Não,Nunca,1,5,5,3,0,Não,Sim,2026-03-17 23:33:38.926,Remuneração e benefícios
COL-0658,22,Feminino,Casado(a),Graduação,Comercial,Executivo de Contas,1,2023-05-04,2,6300.0,1,Sim,Raramente,5,3,3,5,2,Não,Não,,Não se aplica
COL-0659,36,Masculino,Casado(a),Tecnólogo,Operações,Analista de Operações,2,2011-05-01,14,6900.0,49,Não,Raramente,3,4,4,3,2,Sim,Não,,Não se aplica
COL-0660,39,Masculino,União estável,Mestrado,Operações,Coordenador de Operações,3,2019-04-13,6,9800.0,3,Sim,Frequentemente,5,5,2,3,1,Não,Não,,Não se aplica
COL-0661,57,Masculino,União estável,Graduação,Operações,Coordenador de Operações,3,2013-05-26,12,9600.0,27,Não,Raramente,4,2,1,4,1,Sim,Não,,Não se aplica
COL-0662,61,Masculino,União estável,Pós-graduação,Financeiro,Controller,4,2011-06-18,14,11900.0,25,Sim,Raramente,3,4,5,2,2,Não,Sim,2026-02-11 13:37:55.699,Nova oportunidade profissional
COL-0663,52,Feminino,Solteiro(a),Tecnólogo,Atendimento,Supervisor de Atendimento,5,2022-07-12,4,10550.0,32,Não,Raramente,3,2,1,3,1,Sim,Sim,2024-02-11 08:16:48.720,Mudança de cidade
COL-0664,54,Masculino,União estável,Graduação,Recursos Humanos,Especialista de Pessoas,5,2023-11-12,3,12750.0,46,Sim,Nunca,4,4,5,3,3,Não,Não,,Não se aplica
COL-0665,38,Feminino,Casado(a),Pós-graduação,Recursos Humanos,Business Partner,3,2012-04-07,14,8450.0,11,Sim,Raramente,2,5,5,3,1,Sim,Sim,2024-05-04 12:44:22.319,Remuneração e benefícios
COL-0666,38,Não binário,Solteiro(a),Pós-graduação,Operações,Analista de Operações,2,2017-02-20,8,7850.0,40,Sim,Raramente,4,2,3,4,4,Não,Não,,Não se aplica
COL-0667,55,Masculino,União estável,Mestrado,Financeiro,Especialista Financeiro,5,2019-11-08,6,13050.0,42,Sim,Nunca,3,1,4,3,1,Não,Não,,Não se aplica
COL-0668,51,Não binário,Casado(a),Graduação,Comercial,Analista Comercial,4,2020-05-19,5,10200.0,3,Não,Raramente,2,4,3,3,1,Sim,Não,,Não se aplica
COL-0669,56,Masculino,União estável,Graduação,Operações,Coordenador de Operações,4,2021-03-22,5,11500.0,19,Não,Nunca,3,4,4,3,5,Não,Não,,Não se aplica
COL-0670,29,Não binário,Solteiro(a),Mestrado,Operações,Coordenador de Operações,3,2015-01-21,10,9200.0,17,Sim,Raramente,5,5,2,4,3,Não,Não,,Não se aplica
COL-0671,22,Feminino,Divorciado(a),Ensino médio,Atendimento,Assistente de Atendimento,1,2022-09-19,3,4700.0,4,Não,Nunca,2,4,4,3,2,Sim,Sim,2023-07-11 12:22:44.745,Mudança de cidade
COL-0672,52,Feminino,Divorciado(a),Tecnólogo,Marketing,Especialista de Marketing,3,2024-05-10,1,9200.0,30,Não,Raramente,5,2,4,2,5,Não,Não,,Não se aplica
COL-0673,55,Não binário,Casado(a),Graduação,Comercial,Gerente Comercial,5,2023-05-05,2,12650.0,24,Não,Frequentemente,5,3,1,4,1,Não,Sim,2025-05-11 06:17:35.206,Desempenho abaixo do esperado
COL-0674,35,Não binário,Divorciado(a),Graduação,Tecnologia,Desenvolvedor,2,2025-10-12,0,9050.0,31,Não,Nunca,4,4,5,3,0,Não,Não,,Não se aplica
COL-0675,48,Masculino,Solteiro(a),Pós-graduação,Financeiro,Controller,3,2016-10-05,9,9150.0,34,Não,Raramente,3,3,3,3,1,Não,Não,,Não se aplica
COL-0676,45,Masculino,União estável,Graduação,Tecnologia,Analista de Dados,4,2023-12-24,2,12500.0,22,Sim,Raramente,1,3,1,5,2,Sim,Sim,2025-04-23 00:54:48.336,Reestruturação organizacional
COL-0677,44,Feminino,Divorciado(a),Pós-graduação,Tecnologia,Analista de Dados,3,2015-07-28,10,10850.0,5,Não,Nunca,3,4,1,3,3,Não,Não,,Não se aplica
COL-0678,60,Masculino,Casado(a),Ensino médio,Atendimento,Analista de Atendimento,4,2022-12-26,4,8850.0,22,Sim,Raramente,3,2,2,4,0,Não,Não,,Não se aplica
COL-0679,25,Masculino,Solteiro(a),Graduação,Tecnologia,Desenvolvedor,1,2019-05-13,6,7500.0,22,Não,Nunca,4,3,5,4,3,Sim,Não,,Não se aplica
COL-0680,34,Masculino,Casado(a),Pós-graduação,Recursos Humanos,Analista de RH,2,2024-10-03,1,7550.0,29,Não,Frequentemente,1,5,1,3,3,Não,Sim,2025-10-11 10:29:25.636,Nova oportunidade profissional
COL-0681,60,Masculino,Divorciado(a),Graduação,Marketing,Coordenador de Marketing,5,2022-06-11,3,12650.0,3,Sim,Nunca,3,1,3,4,5,Não,Não,,Não se aplica
COL-0682,38,Feminino,Casado(a),Ensino médio,Marketing,Analista de Marketing,2,2018-04-02,7,8450.0,35,Não,Nunca,4,4,4,3,1,Sim,Não,,Não se aplica
COL-0683,58,Masculino,Solteiro(a),Mestrado,Tecnologia,Engenheiro de Dados,5,2026-04-05,0,13900.0,36,Não,Raramente,2,2,3,3,1,Não,Sim,2026-07-14 08:38:06.189,Mudança de cidade
COL-0684,61,Masculino,Divorciado(a),Ensino médio,Comercial,Gerente Comercial,5,2013-05-10,12,12650.0,19,Sim,Nunca,4,3,2,2,2,Não,Sim,2023-04-12 11:23:04.197,Reestruturação organizacional
COL-0685,26,Masculino,Solteiro(a),Pós-graduação,Atendimento,Assistente de Atendimento,1,2017-07-28,8,4250.0,33,Não,Nunca,4,3,2,4,1,Não,Não,,Não se aplica
COL-0686,54,Não binário,Divorciado(a),Graduação,Financeiro,Controller,3,2026-07-13,0,9500.0,12,Não,Raramente,1,4,2,4,3,Não,Não,,Não se aplica
COL-0687,55,Não binário,Casado(a),Graduação,Tecnologia,Analista de Dados,4,2018-11-18,7,13050.0,34,Sim,Raramente,1,5,1,5,6,Não,Não,,Não se aplica
COL-0688,44,Feminino,União estável,Tecnólogo,Comercial,Analista Comercial,4,2015-12-09,11,11550.0,20,Sim,Raramente,3,4,5,2,2,Não,Sim,2023-11-03 19:25:58.435,Mudança de cidade
COL-0689,22,Masculino,Solteiro(a),Graduação,Tecnologia,Desenvolvedor,1,2022-01-11,4,7400.0,44,Sim,Raramente,3,2,2,2,4,Sim,Não,,Não se aplica
COL-0690,34,Feminino,Casado(a),Pós-graduação,Operações,Analista de Operações,2,2025-08-08,0,7950.0,21,Não,Frequentemente,4,1,1,5,5,Não,Não,,Não se aplica
COL-0691,38,Feminino,Casado(a),Graduação,Recursos Humanos,Analista de RH,2,2012-03-22,13,7200.0,18,Não,Nunca,4,3,3,4,1,Não,Não,,Não se aplica
COL-0692,36,Feminino,União estável,Pós-graduação,Marketing,Analista de Marketing,2,2018-01-05,8,7350.0,22,Sim,Raramente,4,3,3,5,4,Não,Não,,Não se aplica
COL-0693,43,Masculino,Casado(a),Ensino médio,Atendimento,Analista de Atendimento,3,2025-11-26,0,8450.0,42,Não,Raramente,3,1,2,3,3,Não,Não,,Não se aplica
COL-0694,43,Não binário,Divorciado(a),Tecnólogo,Marketing,Especialista de Marketing,3,2015-09-22,11,9350.0,45,Não,Nunca,3,3,5,4,5,Não,Não,,Não se aplica
COL-0695,58,Masculino,Casado(a),Pós-graduação,Operações,Especialista de Processos,5,2014-11-12,12,11900.0,3,Não,Nunca,4,2,3,4,4,Não,Não,,Não se aplica
COL-0696,27,Feminino,Solteiro(a),Ensino médio,Marketing,Analista de Marketing,2,2017-09-15,8,7500.0,47,Não,Raramente,4,1,5,4,4,Não,Não,,Não se aplica
COL-0697,49,Feminino,Casado(a),Pós-graduação,Tecnologia,Analista de Dados,4,2024-05-03,1,12900.0,36,Não,Frequentemente,3,2,4,4,4,Não,Não,,Não se aplica
COL-0698,31,Masculino,União estável,Pós-graduação,Atendimento,Assistente de Atendimento,1,2022-04-03,3,3900.0,46,Não,Raramente,3,3,4,4,1,Não,Não,,Não se aplica
COL-0699,31,Não binário,Casado(a),Graduação,Recursos Humanos,Business Partner,3,2015-07-24,10,9550.0,4,Sim,Raramente,3,1,2,3,1,Não,Não,,Não se aplica
COL-0700,21,Masculino,Casado(a),Ensino médio,Financeiro,Analista Financeiro,1,2025-03-17,0,6150.0,38,Não,Nunca,3,4,5,4,6,Não,Não,,Não se aplica
COL-0701,60,Masculino,Casado(a),Pós-graduação,Atendimento,Analista de Atendimento,4,2020-01-08,6,9250.0,47,Não,Nunca,3,1,4,3,1,Não,Não,,Não se aplica
COL-0702,33,Feminino,Solteiro(a),Ensino médio,Financeiro,Analista Financeiro,2,2013-11-10,12,7350.0,11,Sim,Nunca,5,4,4,3,5,Não,Não,,Não se aplica
COL-0703,44,Masculino,Casado(a),Ensino médio,Recursos Humanos,Business Partner,3,2012-04-02,14,9100.0,42,Sim,Frequentemente,5,4,4,3,4,Sim,Não,,Não se aplica
COL-0704,49,Feminino,Casado(a),Tecnólogo,Operações,Coordenador de Operações,3,2022-01-21,3,8900.0,5,Não,Raramente,2,4,2,4,1,Não,Não,,Não se aplica
COL-0705,39,Feminino,União estável,Mestrado,Marketing,Analista de Marketing,2,2023-02-21,2,8500.0,42,Não,Raramente,4,2,4,3,6,Não,Sim,2024-05-30 15:06:06.698,Reestruturação organizacional
COL-0706,30,Feminino,Casado(a),Mestrado,Operações,Analista de Operações,1,2024-05-19,1,4950.0,4,Não,Frequentemente,1,3,1,2,1,Não,Sim,2024-12-29 07:58:10.062,Remuneração e benefícios
COL-0707,30,Masculino,Solteiro(a),Tecnólogo,Atendimento,Assistente de Atendimento,1,2026-01-25,0,4450.0,1,Não,Raramente,3,5,3,3,0,Não,Não,,Não se aplica
COL-0708,23,Masculino,União estável,Pós-graduação,Financeiro,Analista Financeiro,1,2024-02-24,2,5700.0,27,Não,Frequentemente,1,1,3,4,2,Não,Não,,Não se aplica
COL-0709,52,Feminino,Solteiro(a),Ensino médio,Financeiro,Controller,3,2016-12-03,9,9400.0,33,Sim,Frequentemente,5,2,5,2,1,Não,Não,,Não se aplica
COL-0710,23,Não binário,Casado(a),Tecnólogo,Recursos Humanos,Analista de RH,2,2021-03-05,4,8350.0,23,Não,Nunca,4,2,4,4,2,Sim,Não,,Não se aplica
COL-0711,48,Masculino,Solteiro(a),Tecnólogo,Tecnologia,Analista de Dados,4,2020-06-08,5,12150.0,9,Não,Nunca,3,3,1,3,5,Sim,Não,,Não se aplica
COL-0712,44,Feminino,Solteiro(a),Mestrado,Tecnologia,Desenvolvedor,2,2024-07-22,1,9700.0,47,Não,Nunca,1,5,5,4,4,Não,Não,,Não se aplica
COL-0713,24,Masculino,Casado(a),Pós-graduação,Operações,Analista de Operações,1,2024-11-26,2,5950.0,44,Não,Frequentemente,4,2,5,3,5,Não,Não,,Não se aplica
COL-0714,35,Masculino,Divorciado(a),Tecnólogo,Financeiro,Analista Financeiro,2,2020-02-13,5,8600.0,21,Não,Raramente,2,3,4,4,2,Não,Sim,2022-06-13 20:50:53.138,Nova oportunidade profissional
COL-0715,39,Feminino,Casado(a),Graduação,Atendimento,Assistente de Atendimento,2,2013-08-25,12,6600.0,38,Não,Nunca,3,2,2,5,5,Não,Não,,Não se aplica
COL-0716,60,Masculino,Divorciado(a),Graduação,Tecnologia,Engenheiro de Dados,5,2012-11-24,13,13200.0,37,Não,Frequentemente,4,1,2,3,1,Sim,Não,,Não se aplica
COL-0717,25,Masculino,Casado(a),Tecnólogo,Atendimento,Assistente de Atendimento,2,2023-04-13,2,6650.0,15,Não,Frequentemente,4,1,4,5,1,Não,Sim,2024-12-15 23:21:23.419,Reestruturação organizacional
COL-0718,52,Masculino,União estável,Tecnólogo,Operações,Coordenador de Operações,3,2013-10-28,12,9750.0,15,Não,Raramente,5,5,5,3,0,Sim,Sim,2025-03-26 02:57:03.699,Mudança de cidade
COL-0719,58,Não binário,Casado(a),Ensino médio,Comercial,Gerente Comercial,5,2020-04-18,5,11950.0,35,Não,Frequentemente,1,2,3,3,6,Não,Não,,Não se aplica
COL-0720,33,Masculino,União estável,Ensino médio,Operações,Coordenador de Operações,3,2012-11-10,14,8300.0,8,Sim,Frequentemente,2,3,2,5,3,Sim,Não,,Não se aplica
COL-0721,20,Masculino,Casado(a),Graduação,Tecnologia,Desenvolvedor,1,2024-08-14,1,7900.0,52,Não,Nunca,3,4,4,3,4,Não,Sim,2026-05-23 07:55:28.714,Reestruturação organizacional
COL-0722,53,Não binário,União estável,Ensino médio,Operações,Coordenador de Operações,3,2022-01-16,3,8450.0,20,Sim,Raramente,2,4,2,3,3,Sim,Sim,2026-03-31 10:44:53.184,Qualidade de vida
COL-0723,32,Feminino,Casado(a),Tecnólogo,Tecnologia,Desenvolvedor,1,2023-01-10,3,8000.0,43,Não,Raramente,1,3,5,4,1,Não,Não,,Não se aplica
COL-0724,33,Feminino,Casado(a),Mestrado,Marketing,Analista de Marketing,2,2024-02-11,1,8300.0,41,Não,Nunca,5,4,5,5,4,Não,Sim,2026-06-25 04:00:30.198,Remuneração e benefícios
COL-0725,38,Não binário,Casado(a),Pós-graduação,Marketing,Analista de Marketing,2,2018-08-05,8,7600.0,44,Não,Raramente,1,4,1,4,3,Não,Não,,Não se aplica
